0	1	32	32
0	2	32	32
0	1	21	21
0	1	63	63
0	2	63	63
0	1	90	90
0	2	90	90
0	1	71	71
0	2	71	71
0	2	7	7
0	1	26	26
0	2	26	26
0	1	80	80
0	2	80	80
0	1	99	99
0	1	99	99
0	2	99	99
0	2	99	99
0	1	99	99
0	1	99	99
0	2	99	99
0	2	99	99
0	1	18	18
0	2	18	18
0	1	72	72
0	1	72	100
0	1	100	72
0	1	100	100
0	1	16	16
0	2	16	16
0	1	44	44
0	2	44	44
0	2	55	55
0	1	27	27
0	1	84	84
0	2	84	84
0	1	74	74
0	2	74	74
0	1	57	57
0	2	57	57
0	1	95	95
0	2	95	95
0	2	61	61
0	1	20	20
0	1	20	101
0	2	20	20
0	2	20	101
0	1	101	20
0	1	101	101
0	2	101	20
0	2	101	101
0	1	92	92
0	2	92	92
0	2	89	89
0	1	10	10
0	1	31	31
0	1	31	102
0	1	102	31
0	1	102	102
0	1	103	103
0	2	103	103
0	1	78	78
0	1	48	48
0	2	48	48
0	1	87	87
0	1	87	104
0	2	87	87
0	2	87	104
0	1	104	87
0	1	104	104
0	2	104	87
0	2	104	104
0	1	93	93
0	2	93	93
0	1	77	77
0	1	105	105
0	2	105	105
0	1	39	39
0	2	39	39
0	2	106	106
0	1	107	107
0	2	107	107
0	1	108	108
0	1	41	41
0	2	41	41
0	1	12	12
0	2	12	12
0	2	15	15
0	1	81	81
0	1	60	60
0	1	60	109
0	2	60	60
0	2	60	109
0	1	109	60
0	1	109	109
0	2	109	60
0	2	109	109
0	1	45	45
0	2	45	45
0	1	73	73
0	2	73	73
0	2	76	76
0	2	76	111
0	2	111	76
0	2	111	111
0	2	86	86
0	2	86	110
0	2	110	86
0	2	110	110
0	1	62	62
0	2	62	62
0	1	54	54
0	1	67	67
0	2	67	67
0	1	68	68
0	2	68	68
0	1	2	2
0	2	2	2
0	1	17	17
0	2	17	17
0	1	1	1
0	2	1	1
0	1	88	88
0	1	88	112
0	2	88	88
0	2	88	112
0	1	112	88
0	1	112	112
0	2	112	88
0	2	112	112
0	1	30	30
0	2	30	30
0	1	82	82
0	1	82	113
0	2	82	82
0	2	82	113
0	1	113	82
0	1	113	113
0	2	113	82
0	2	113	113
0	1	25	25
0	2	25	25
0	1	28	28
0	2	28	28
0	2	83	83
0	1	75	75
0	1	75	114
0	2	75	75
0	2	75	114
0	1	114	75
0	1	114	114
0	2	114	75
0	2	114	114
0	1	40	40
0	2	40	40
0	1	14	14
0	1	14	115
0	2	14	14
0	2	14	115
0	1	115	14
0	1	115	115
0	2	115	14
0	2	115	115
0	1	116	116
0	2	69	69
0	1	49	49
0	2	49	49
0	1	24	24
0	2	24	24
0	1	53	53
0	2	53	53
0	2	79	79
0	1	42	42
0	2	42	42
0	1	22	22
0	2	22	22
0	1	0	0
0	2	0	0
0	2	13	13
0	1	23	23
0	2	23	23
0	1	96	96
0	1	96	117
0	2	96	96
0	2	96	117
0	1	117	96
0	1	117	117
0	2	117	96
0	2	117	117
0	1	6	6
0	1	118	118
0	2	118	118
0	2	36	36
0	1	94	94
0	2	51	51
0	2	51	119
0	2	119	51
0	2	119	119
0	1	9	9
0	2	9	9
0	1	47	47
0	2	47	47
0	1	38	38
0	1	38	120
0	2	38	38
0	2	38	120
0	1	120	38
0	1	120	120
0	2	120	38
0	2	120	120
0	1	4	4
0	2	4	4
0	1	121	121
0	2	121	121
0	1	5	5
0	2	5	5
1	2	99	99
1	0	32	32
1	0	32	100
1	2	32	32
1	2	32	100
1	0	100	32
1	0	100	100
1	2	100	32
1	2	100	100
1	0	21	21
1	0	21	102
1	0	102	21
1	0	102	102
1	0	63	63
1	2	63	63
1	0	90	90
1	0	90	101
1	2	90	90
1	2	90	101
1	0	101	90
1	0	101	101
1	2	101	90
1	2	101	101
1	0	71	71
1	2	71	71
1	0	26	26
1	0	26	103
1	2	26	26
1	2	26	103
1	0	103	26
1	0	103	103
1	2	103	26
1	2	103	103
1	0	80	80
1	2	80	80
1	0	104	104
1	2	104	104
1	0	18	18
1	2	18	18
1	0	105	105
1	0	16	16
1	2	16	16
1	0	44	44
1	0	44	106
1	2	44	44
1	2	44	106
1	0	106	44
1	0	106	106
1	2	106	44
1	2	106	106
1	0	107	107
1	0	84	84
1	2	84	84
1	0	74	74
1	2	74	74
1	0	95	95
1	2	95	95
1	0	57	57
1	2	57	57
1	0	20	20
1	2	20	20
1	0	92	92
1	2	92	92
1	0	10	10
1	0	31	31
1	0	31	108
1	0	108	31
1	0	108	108
1	2	35	35
1	2	35	109
1	2	109	35
1	2	109	109
1	2	110	110
1	0	91	91
1	2	91	91
1	0	78	78
1	0	48	48
1	2	48	48
1	0	87	87
1	0	87	111
1	2	87	87
1	2	87	111
1	0	111	87
1	0	111	111
1	2	111	87
1	2	111	111
1	0	93	93
1	0	93	112
1	2	93	93
1	2	93	112
1	0	112	93
1	0	112	112
1	2	112	93
1	2	112	112
1	0	77	77
1	2	65	65
1	0	50	50
1	0	50	113
1	2	50	50
1	2	50	113
