1	0	113	50
1	0	113	113
1	2	113	50
1	2	113	113
1	0	39	39
1	2	39	39
1	0	97	97
1	2	97	97
1	0	116	116
1	2	116	116
1	0	58	58
1	0	58	114
1	0	114	58
1	0	114	114
1	0	41	41
1	0	41	115
1	2	41	41
1	2	41	115
1	0	115	41
1	0	115	115
1	2	115	41
1	2	115	115
1	0	81	81
1	0	60	60
1	2	60	60
1	0	45	45
1	2	45	45
1	0	73	73
1	2	73	73
1	0	62	62
1	2	62	62
1	0	54	54
1	0	67	67
1	2	67	67
1	0	68	68
1	2	68	68
1	0	2	2
1	2	2	2
1	0	17	17
1	2	17	17
1	0	1	1
1	2	1	1
1	0	88	88
1	2	88	88
1	0	30	30
1	2	30	30
1	0	82	82
1	2	82	82
1	0	25	25
1	2	25	25
1	0	28	28
1	2	28	28
1	0	75	75
1	0	75	117
1	2	75	75
1	2	75	117
1	0	117	75
1	0	117	117
1	2	117	75
1	2	117	117
1	0	40	40
1	2	40	40
1	0	14	14
1	2	14	14
1	0	59	59
1	0	49	49
1	2	49	49
1	0	24	24
1	2	24	24
1	0	53	53
1	2	53	53
1	0	22	22
1	2	22	22
1	0	42	42
1	2	42	42
1	0	0	0
1	0	0	118
1	2	0	0
1	2	0	118
1	0	118	0
1	0	118	118
1	2	118	0
1	2	118	118
1	0	23	23
1	2	23	23
1	0	96	96
1	0	96	119
1	2	96	96
1	2	96	119
1	0	119	96
1	0	119	119
1	2	119	96
1	2	119	119
1	0	6	6
1	0	85	85
1	2	85	85
1	2	3	3
1	2	3	120
1	2	120	3
1	2	120	120
1	0	94	94
1	0	9	9
1	2	9	9
1	0	47	47
1	2	47	47
1	0	38	38
1	2	38	38
1	2	8	8
1	0	4	4
1	0	4	121
1	2	4	4
1	2	4	121
1	0	121	4
1	0	121	121
1	2	121	4
1	2	121	121
1	0	34	34
1	2	34	34
1	2	43	43
1	0	5	5
1	2	5	5
2	0	32	32
2	1	32	32
2	1	33	33
2	0	63	63
2	0	63	100
2	1	63	63
2	1	63	100
2	0	100	63
2	0	100	100
2	1	100	63
2	1	100	100
2	0	90	90
2	0	90	99
2	1	90	90
2	1	90	99
2	0	99	90
2	0	99	99
2	1	99	90
2	1	99	99
2	0	71	71
2	1	71	71
2	0	7	7
2	0	7	101
2	0	101	7
2	0	101	101
2	0	26	26
2	1	26	26
2	0	80	80
2	1	80	80
2	0	18	18
2	1	18	18
2	0	16	16
2	1	16	16
2	0	44	44
2	1	44	44
2	0	55	55
2	0	84	84
2	1	84	84
2	0	74	74
2	1	74	74
2	0	95	95
2	1	95	95
2	0	57	57
2	1	57	57
2	0	61	61
2	0	20	20
2	1	20	20
2	0	92	92
2	1	92	92
2	0	89	89
2	1	35	35
2	1	11	11
2	0	91	91
2	1	91	91
2	0	48	48
2	0	48	102
2	1	48	48
2	1	48	102
2	0	102	48
2	0	102	102
2	1	102	48
2	1	102	102
2	0	87	87
2	1	87	87
2	0	93	93
2	1	93	93
2	1	65	65
2	1	65	103
2	1	103	65
2	1	103	103
2	0	50	50
2	1	50	50
2	0	39	39
2	1	39	39
2	0	64	64
2	0	97	97
2	1	97	97
2	0	12	12
2	1	12	12
2	0	41	41
2	1	41	41
2	0	15	15
2	0	60	60
2	0	60	104
2	1	60	60
2	1	60	104
2	0	104	60
2	0	104	104
2	1	104	60
2	1	104	104
2	0	45	45
2	0	45	105
2	1	45	45
2	1	45	105
2	0	105	45
2	0	105	105
2	1	105	45
2	1	105	105
2	0	73	73
2	1	73	73
2	0	76	76
2	0	86	86
2	0	62	62
2	1	62	62
2	0	67	67
2	1	67	67
2	0	68	68
2	0	68	106
2	1	68	68
2	1	68	106
2	0	106	68
2	0	106	106
2	1	106	68
2	1	106	106
2	0	2	2
2	1	2	2
2	0	17	17
2	0	17	107
2	1	17	17
2	1	17	107
2	0	107	17
2	0	107	107
2	1	107	17
2	1	107	107
2	0	1	1
2	1	1	1
2	0	88	88
2	0	88	108
2	1	88	88
2	1	88	108
2	0	108	88
2	0	108	108
2	1	108	88
2	1	108	108
2	0	30	30
2	1	30	30
2	0	82	82
2	1	82	82
2	0	25	25
2	1	25	25
2	0	28	28
2	1	28	28
2	0	83	83
2	0	75	75
2	0	75	109
2	1	75	75
2	1	75	109
2	0	109	75
2	0	109	109
2	1	109	75
2	1	109	109
2	0	40	40
2	1	40	40
2	0	14	14
2	1	14	14
2	0	69	69
2	0	49	49
2	1	49	49
2	0	24	24
2	0	24	110
2	1	24	24
2	1	24	110
2	0	110	24
2	0	110	110
2	1	110	24
2	1	110	110
2	0	53	53
2	0	53	111
2	1	53	53
2	1	53	111
2	0	111	53
2	0	111	111
2	1	111	53
2	1	111	111
2	0	79	79
2	0	22	22
2	1	22	22
2	0	42	42
2	1	42	42
2	0	0	0
2	1	0	0
2	0	13	13
2	0	23	23
2	1	23	23
2	0	96	96
2	1	96	96
2	0	85	85
2	1	85	85
2	0	36	36
2	1	3	3
2	1	3	112
2	1	112	3
2	1	112	112
2	0	51	51
2	0	9	9
2	1	9	9
2	0	47	47
2	1	47	47
2	0	38	38
2	1	38	38
2	1	8	8
2	1	8	113
2	1	113	8
2	1	113	113
2	0	4	4
2	1	4	4
2	0	34	34
2	1	34	34
2	1	43	43
2	0	5	5
2	1	5	5
